id,ts,length,data
1,2014-07-21 03:14:46,18,00FFFF22250A00010F8A1DB8069A04C60515
2,2014-07-21 03:14:47,18,00FFFF22290A00010FFF1E6A064604E0052B
3,2014-07-21 03:14:47,18,00FFFF22260A00010FFF1F1905BE04EE052E
4,2014-07-21 03:14:47,18,00FFFF22230A00010F6D1F1105A804CC0512
5,2014-07-21 03:14:47,18,00FFFF22270A00010FFF202904F604E70531
6,2014-07-21 03:14:48,18,00FFFF22240A00010FFF1EDA059C04E60530
7,2014-07-21 03:14:50,18,00FFFF22220A00010FAF1B77089102EA0466
8,2014-07-21 03:14:53,18,00FFFF22250A00010F8B1DBE06A604C50515
9,2014-07-21 03:14:55,18,00FFFF22290A00010FFF1E6E05DB04DE0528
10,2014-07-21 03:14:56,18,00FFFF22260A00010FFF1F2205BA04F10527
11,2014-07-21 03:14:56,18,00FFFF22230A00010F6E1F0F05A204C80516
12,2014-07-21 03:14:56,18,00FFFF22270A00010FFF2024050E04E50535
13,2014-07-21 03:14:58,18,00FFFF22240A00010FFF1EDB05AC04E60532
14,2014-07-21 03:15:00,18,00FFFF22220A00010FB01B77089100A60232
15,2014-07-21 03:15:03,18,00FFFF22250A00010F891DC706A304C50516
16,2014-07-21 03:15:05,18,00FFFF22290A00010FFF1E7905CE04DF0529
17,2014-07-21 03:15:06,18,00FFFF22260A00010FFF1F2905CA04EF052C
18,2014-07-21 03:15:06,18,00FFFF22230A00010F6D1F1105A404CD0516
19,2014-07-21 03:15:06,18,00FFFF22270A00010FFF2022051C04EA0538
20,2014-07-21 03:15:08,18,00FFFF22240A00010FFF1EE9059804E50532
21,2014-07-21 03:15:09,18,00FFFF22280A00010FFF1FA3055604F7053F
22,2014-07-21 03:15:10,18,00FFFF22220A00010FAD1B7E087B016703DE
23,2014-07-21 03:15:13,18,00FFFF22250A00010F8B1DCE069C04C70514
24,2014-07-21 03:15:15,18,00FFFF22290A00010FFF1E7C05B704DF052B
25,2014-07-21 03:15:16,18,00FFFF22260A00010FFF1F3005C904EE052F
26,2014-07-21 03:15:16,18,00FFFF22230A00010F6E1F0D057B04CF0515
27,2014-07-21 03:15:16,18,00FFFF22270A00010FFF2020051B04EE053D
28,2014-07-21 03:15:18,18,00FFFF22240A00010FFF1EE305A704E50535
29,2014-07-21 03:15:19,18,00FFFF22280A00010FFF1FA6056604FA0541
30,2014-07-21 03:15:20,18,00FFFF22220A00010FAE1BAA08DC044E04C0
31,2014-07-21 03:15:23,18,00FFFF22250A00010F8C1DD506CE04C50513
32,2014-07-21 03:15:25,18,00FFFF22290A00010FFF1E8205AF04DE0529
33,2014-07-21 03:15:26,18,00FFFF22260A00010FFF1F31065504EF052D
34,2014-07-21 03:15:26,18,00FFFF22230A00010F6E1F09057404CF0518
35,2014-07-21 03:15:26,18,00FFFF22270A00010FFF201E051404EE053E
36,2014-07-21 03:15:28,18,00FFFF22240A00010FFF1EE905A904E70535
37,2014-07-21 03:15:30,18,00FFFF22220A00010FAE1C1308DC05250564
38,2014-07-21 03:15:33,18,00FFFF22250A00010F8B1DDA06F104C5050C
39,2014-07-21 03:15:35,18,00FFFF22290A00010FFF1E8A05BC04DD052A
40,2014-07-21 03:15:36,18,00FFFF22260A00010FFF1F3B060904EE052F
41,2014-07-21 03:15:36,18,00FFFF22230A00010F6E1F09057604D00518
42,2014-07-21 03:15:36,18,00FFFF22270A00010FFF201C053204F10541
43,2014-07-21 03:15:38,18,00FFFF22240A00010FFF1EF605B104E70534
44,2014-07-21 03:15:40,18,00FFFF22220A00010FAE1C42083D05240564
45,2014-07-21 03:15:43,18,00FFFF22250A00010F8A1DE206DD04C20512
46,2014-07-21 03:15:45,18,00FFFF22290A00010FFF1E8C05F304DD052B
47,2014-07-21 03:15:46,18,00FFFF22260A00010FFF1F3705EF04F00530
48,2014-07-21 03:15:46,18,00FFFF22230A00010F701F02057704D80521
49,2014-07-21 03:15:46,18,00FFFF22270A00010FFF201F052A05060555
50,2014-07-21 03:15:48,18,00FFFF22240A00010FFF1F01059E04E90535
51,2014-07-21 03:15:49,18,00FFFF22280A00010FFF1FAC054E0508054E
52,2014-07-21 03:15:50,18,00FFFF22220A00010FAE1C6B081A05260565
53,2014-07-21 03:15:53,18,00FFFF22250A00010F8A1DE606A304C20512
54,2014-07-21 03:15:55,18,00FFFF22290A00010FFF1E8305C504DF0527
55,2014-07-21 03:15:56,18,00FFFF22260A00010FFF1F3805EB04F0052F
56,2014-07-21 03:15:56,18,00FFFF22230A00010F6F1F0A057D04D40521
57,2014-07-21 03:15:56,18,00FFFF22270A00010FFF2030053004F90548
58,2014-07-21 03:15:58,18,00FFFF22240A00010FFF1F10059204E80533
59,2014-07-21 03:15:59,18,00FFFF22280A00010FFF1FC3053A04FB0543
60,2014-07-21 03:16:00,18,00FFFF22220A00010FAE1C8F07DD051A055F
61,2014-07-21 03:16:03,18,00FFFF22250A00010F8B1DD8065804C10511
62,2014-07-21 03:16:05,18,00FFFF22290A00010FFF1E8C05DD04DD0528
63,2014-07-21 03:16:06,18,00FFFF22260A00010FFF1F3E05CF04EE052E
64,2014-07-21 03:16:06,18,00FFFF22230A00010F6E1F10057A04D10518
65,2014-07-21 03:16:06,18,00FFFF22270A00010FFF2027051404E60539
66,2014-07-21 03:16:08,18,00FFFF22240A00010FFF1F18058C04E30532
67,2014-07-21 03:16:09,18,00FFFF22280A00010FFF1FBF054404F6053C
68,2014-07-21 03:16:10,18,00FFFF22220A00010FAE1CB007AC0518055A
69,2014-07-21 03:16:13,18,00FFFF22250A00010F891DD3066504C10510
70,2014-07-21 03:16:15,18,00FFFF22290A00010FFF1E9605D004DB0526
71,2014-07-21 03:16:16,18,00FFFF22260A00010FFF1F4605BF04EE052D
72,2014-07-21 03:16:16,18,00FFFF22230A00010F6D1F11057204D00518
73,2014-07-21 03:16:16,18,00FFFF22270A00010FFF2025051704E70537
74,2014-07-21 03:16:18,18,00FFFF22240A00010FFF1F1D057E04E40532
75,2014-07-21 03:16:19,18,00FFFF22280A00010FFF1FBB056E04F4053D
76,2014-07-21 03:16:20,18,00FFFF22220A00010FAE1CD0078A05170559
77,2014-07-21 03:16:23,18,00FFFF22250A00010F8B1DDB06C004BF050E
78,2014-07-21 03:16:25,18,00FFFF22290A00010FFF1E9B05BC04DB0527
79,2014-07-21 03:16:26,18,00FFFF22260A00010FFF1F4905CA04ED052C
80,2014-07-21 03:16:26,18,00FFFF22230A00010F6E1F0F057C04D00518
81,2014-07-21 03:16:26,18,00FFFF22270A00010FFF201D051804E80537
82,2014-07-21 03:16:28,18,00FFFF22240A00010FFF1F23057704E50531
83,2014-07-21 03:16:30,18,00FFFF22220A00010FAF1CF6077B05140555
84,2014-07-21 03:16:33,18,00FFFF22250A00010F8A1DDF06DF04BF050F
85,2014-07-21 03:16:35,18,00FFFF22290A00010FFF1EA305B604D90527
86,2014-07-21 03:16:36,18,00FFFF22260A00010FFF1F5005C504ED052D
87,2014-07-21 03:16:36,18,00FFFF22230A00010F6E1F15057C04D00519
88,2014-07-21 03:16:36,18,00FFFF22270A00010FFF2020050B04E80536
89,2014-07-21 03:16:38,18,00FFFF22240A00010FFF1F25056E04E50532
90,2014-07-21 03:16:40,18,00FFFF22220A00010FAF1D14075905110553
91,2014-07-21 03:16:43,18,00FFFF22250A00010F891DE806CF04BF050D
92,2014-07-21 03:16:45,18,00FFFF22290A00010FFF1EA905BD04DB0527
93,2014-07-21 03:16:46,18,00FFFF22260A00010FFF1F58059304EC052C
94,2014-07-21 03:16:46,18,00FFFF22230A00010F6E1F17058C04D00517
95,2014-07-21 03:16:46,18,00FFFF22270A00010FFF2026050C04E60538
96,2014-07-21 03:16:48,18,00FFFF22240A00010FFF1F2B057204E40530
97,2014-07-21 03:16:50,18,00FFFF22220A00010FAF1D310747050F0552
98,2014-07-21 03:16:53,18,00FFFF22250A00010F8A1DEF06B204BD0509
99,2014-07-21 03:16:55,18,00FFFF22290A00010FFF1EAF05C204DB0525
100,2014-07-21 03:16:56,18,00FFFF22260A00010FFF1F56059404EB052F
101,2014-07-21 03:16:56,18,00FFFF22230A00010F6D1F11057E04D00519
102,2014-07-21 03:16:56,18,00FFFF22270A00010FFF2027051804E9053A
103,2014-07-21 03:16:58,18,00FFFF22240A00010FFF1F30057704E3052F
104,2014-07-21 03:16:59,18,00FFFF22280A00010FFF1FCC056004F9053E
105,2014-07-21 03:17:00,18,00FFFF22220A00010FAE1D4B0736050E0550
106,2014-07-21 03:17:03,18,00FFFF22250A00010F8B1DF506C104BE050D
