id,ts,length,data,,,,,,,,,
35,7/19/2014 10:59,18,00FFFF22270A00010F5D1A64063D00170029,,,,,,,,,
36,7/19/2014 10:59,18,00FFFF22250A00010FE21A6E062700160028,,,,,,,,,
37,7/19/2014 10:59,18,00FFFF22220A00010FA71A2106500019002B,,,,,,,,,
38,7/19/2014 10:59,18,00FFFF22240A00010FD81A78062A0019002B,,,,,,,,,
39,7/19/2014 10:59,18,00FFFF22230A00010FFF1A85061B0017002E,,,,,,,,,
40,7/19/2014 10:59,18,00FFFF22260A00010FFF1A7106250019002B,,,,,,,,,
41,7/19/2014 10:59,18,00FFFF22290A00010FFF1A7B062400160029,,,,,,,,,
42,7/19/2014 10:59,18,00FFFF22280A00010FE21A550621001B002C,,,,,,,,,
43,7/19/2014 10:59,18,00FFFF22270A00010F5D1A62062300160029,,,,,,,,,
44,7/19/2014 10:59,18,00FFFF22250A00010FE01A6C060500170029,,,,,,,,,
45,7/19/2014 10:59,18,00FFFF22220A00010FA71A20063F001C002A,,,,,,,,,
46,7/19/2014 10:59,18,00FFFF22240A00010FD71A7606170019002B,,,,,,,,,
47,7/19/2014 10:59,18,00FFFF22230A00010FFF1A8106000018002C,,,,,,,,,
48,7/19/2014 10:59,18,00FFFF22260A00010FFF1A6E06200019002A,,,,,,,,,
49,7/19/2014 10:59,18,00FFFF22290A00010FFF1A78062000170028,,,,,,,,,
50,7/19/2014 10:59,18,00FFFF22280A00010FDF1A54061B0019002A,,,,,,,,,
51,7/19/2014 10:59,18,00FFFF22270A00010F5C1A6006180018002B,,,,,,,,,
52,7/19/2014 10:59,18,00FFFF22250A00010FDF1A6A060600160029,,,,,,,,,
53,7/19/2014 10:59,18,00FFFF22220A00010FA51A1F063F001A002C,,,,,,,,,
54,7/19/2014 10:59,18,00FFFF22240A00010FD71A74060E0017002B,,,,,,,,,
55,7/19/2014 10:59,18,00FFFF22230A00010FFF1A8105FB0017002C,,,,,,,,,
56,7/19/2014 10:59,18,00FFFF22260A00010FFF1A6D06210018002C,,,,,,,,,
57,7/19/2014 11:00,18,00FFFF22290A00010FFF1A79061200170027,,,,,,,,,
58,7/19/2014 11:00,18,00FFFF22280A00010FE11A52061700170029,,,,,,,,,
59,7/19/2014 11:00,18,00FFFF22270A00010F5E1A5E061200170028,,,,,,,,,
60,7/19/2014 11:00,18,00FFFF22250A00010FE01A6805F400150028,,,,,,,,,
61,7/19/2014 11:00,18,00FFFF22220A00010FA61A1F0638001A002C,,,,,,,,,
62,7/19/2014 11:00,18,00FFFF22240A00010FD81A7306080018002E,,,,,,,,,
63,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7F05F60018002D,,,,,,,,,
64,7/19/2014 11:00,18,00FFFF22260A00010FFF1A6E06180018002B,,,,,,,,,
65,7/19/2014 11:00,18,00FFFF22290A00010FFF1A78061D00160027,,,,,,,,,
66,7/19/2014 11:00,18,00FFFF22280A00010FE11A51060E00180029,,,,,,,,,
67,7/19/2014 11:00,18,00FFFF22270A00010F5C1A5D060D00170026,,,,,,,,,
68,7/19/2014 11:00,18,00FFFF22250A00010FE01A6905FB00140028,,,,,,,,,
69,7/19/2014 11:00,18,00FFFF22220A00010FA51A1C062E001B002D,,,,,,,,,
70,7/19/2014 11:00,18,00FFFF22240A00010FD71A7106010018002B,,,,,,,,,
71,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7C05EC0018002C,,,,,,,,,
72,7/19/2014 11:00,18,00FFFF22260A00010FFF1A6B060D00180025,,,,,,,,,
73,7/19/2014 11:00,18,00FFFF22290A00010FFF1A79060500160027,,,,,,,,,
74,7/19/2014 11:00,18,00FFFF22280A00010FE21A5006040019002A,,,,,,,,,
75,7/19/2014 11:00,18,00FFFF22270A00010F5E1A5C060600160025,,,,,,,,,
76,7/19/2014 11:00,18,00FFFF22250A00010FE01A6905E800170029,,,,,,,,,
77,7/19/2014 11:00,18,00FFFF22220A00010FA51A1A06230018002A,,,,,,,,,
78,7/19/2014 11:00,18,00FFFF22240A00010FD91A7005F700180029,,,,,,,,,
79,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7C05E60018002A,,,,,,,,,
80,7/19/2014 11:00,18,00FFFF22260A00010FFF1A68060400180029,,,,,,,,,
81,7/19/2014 11:00,18,00FFFF22290A00010FFF1A7605F400170027,,,,,,,,,
82,7/19/2014 11:00,18,00FFFF22280A00010FE11A4C05FC00180029,,,,,,,,,
83,7/19/2014 11:00,18,00FFFF22270A00010F5C1A5905FC00170028,,,,,,,,,
84,7/19/2014 11:00,18,00FFFF22250A00010FE01A6505DA00160028,,,,,,,,,
85,7/19/2014 11:00,18,00FFFF22220A00010FA51A18061C0019002B,,,,,,,,,
86,7/19/2014 11:00,18,00FFFF22240A00010FD81A6E05F40016002A,,,,,,,,,
87,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7A05DF0018002A,,,,,,,,,
88,7/19/2014 11:00,18,00FFFF22260A00010FFF1A6606000018002A,,,,,,,,,
89,7/19/2014 11:00,18,00FFFF22290A00010FFF1A7405E800170026,,,,,,,,,
90,7/19/2014 11:00,18,00FFFF22280A00010FE11A4C05F700180028,,,,,,,,,
91,7/19/2014 11:00,18,00FFFF22270A00010F5D1A5605F200160028,,,,,,,,,
92,7/19/2014 11:00,18,00FFFF22250A00010FDE1A6405D000150026,,,,,,,,,
93,7/19/2014 11:00,18,00FFFF22220A00010FA51A1706180019002B,,,,,,,,,
94,7/19/2014 11:00,18,00FFFF22240A00010FDA1A6D05E80018002B,,,,,,,,,
95,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7605D70017002B,,,,,,,,,
96,7/19/2014 11:00,18,00FFFF22260A00010FFF1A6405F80018002A,,,,,,,,,
97,7/19/2014 11:00,18,00FFFF22290A00010FFF1A7705EE00150028,,,,,,,,,
98,7/19/2014 11:00,18,00FFFF22280A00010FE11A4C05F200180028,,,,,,,,,
99,7/19/2014 11:00,18,00FFFF22270A00010F5C1A5A05F000170029,,,,,,,,,
100,7/19/2014 11:00,18,00FFFF22250A00010FE01A6805CE00150028,,,,,,,,,
101,7/19/2014 11:00,18,00FFFF22220A00010FA51A1606170018002B,,,,,,,,,
102,7/19/2014 11:00,18,00FFFF22240A00010FD91A6E05EA0017002A,,,,,,,,,
103,7/19/2014 11:00,18,00FFFF22230A00010FFF1A7805D40017002E,,,,,,,,,
104,7/19/2014 11:00,18,00FFFF22260A00010FFF1A6405FA0018002A,,,,,,,,,
105,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7805F000160028,,,,,,,,,
106,7/19/2014 11:01,18,00FFFF22280A00010FE11A4805EA001C0029,,,,,,,,,
107,7/19/2014 11:01,18,00FFFF22270A00010F5C1A5805E50019002A,,,,,,,,,
108,7/19/2014 11:01,18,00FFFF22250A00010FDF1A6A05C200150027,,,,,,,,,
109,7/19/2014 11:01,18,00FFFF22220A00010FA51A1506120018002A,,,,,,,,,
110,7/19/2014 11:01,18,00FFFF22240A00010FD81A6C05DF00160029,,,,,,,,,
111,7/19/2014 11:01,18,00FFFF22230A00010FFF1A7505CA0016002A,,,,,,,,,
112,7/19/2014 11:01,18,00FFFF22260A00010FFF1A6405F600160029,,,,,,,,,
113,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7605CA001C0026,,,,,,,,,
114,7/19/2014 11:01,18,00FFFF22280A00010FE11A4705E20019002B,,,,,,,,,
115,7/19/2014 11:01,18,00FFFF22270A00010F5D1A5705DA00160028,,,,,,,,,
116,7/19/2014 11:01,18,00FFFF22250A00010FE21A6805B100160027,,,,,,,,,
117,7/19/2014 11:01,18,00FFFF22220A00010FA31A1306050017002A,,,,,,,,,
118,7/19/2014 11:01,18,00FFFF22240A00010FD81A6B05D300160028,,,,,,,,,
119,7/19/2014 11:01,18,00FFFF22230A00010FFF1A7405C400180029,,,,,,,,,
120,7/19/2014 11:01,18,00FFFF22260A00010FFF1A6005E700160028,,,,,,,,,
121,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7605C600190029,,,,,,,,,
122,7/19/2014 11:01,18,00FFFF22280A00010FE11A4505DA00150029,,,,,,,,,
123,7/19/2014 11:01,18,00FFFF22270A00010F5D1A5505CF00110029,,,,,,,,,
124,7/19/2014 11:01,18,00FFFF22250A00010FE01A6805AD00160028,,,,,,,,,
125,7/19/2014 11:01,18,00FFFF22220A00010FA41A1105FB0018002A,,,,,,,,,
126,7/19/2014 11:01,18,00FFFF22240A00010FD71A6A05CA001A002A,,,,,,,,,
127,7/19/2014 11:01,18,00FFFF22230A00010FFF1A7005BB0014002A,,,,,,,,,
128,7/19/2014 11:01,18,00FFFF22260A00010FFF1A5D05DF00170028,,,,,,,,,
129,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7405BB00160026,,,,,,,,,
130,7/19/2014 11:01,18,00FFFF22280A00010FE11A4205D600180028,,,,,,,,,
131,7/19/2014 11:01,18,00FFFF22270A00010F5B1A5305CA00170026,,,,,,,,,
132,7/19/2014 11:01,18,00FFFF22250A00010FE11A6705A60015002A,,,,,,,,,
133,7/19/2014 11:01,18,00FFFF22220A00010FA41A0F05F700170029,,,,,,,,,
134,7/19/2014 11:01,18,00FFFF22240A00010FD71A6605C400170029,,,,,,,,,
135,7/19/2014 11:01,18,00FFFF22230A00010FFF1A6E05B700170028,,,,,,,,,
136,7/19/2014 11:01,18,00FFFF22260A00010FFF1A5C05D800150027,,,,,,,,,
137,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7305B900150026,,,,,,,,,
138,7/19/2014 11:01,18,00FFFF22280A00010FE11A4105CE00180029,,,,,,,,,
139,7/19/2014 11:01,18,00FFFF22270A00010F5D1A5205E000160027,,,,,,,,,
140,7/19/2014 11:01,18,00FFFF22250A00010FDD1A6605C200150028,,,,,,,,,
141,7/19/2014 11:01,18,00FFFF22220A00010FA41A0C05EB00160029,,,,,,,,,
142,7/19/2014 11:01,18,00FFFF22240A00010FD91A6305BB001A0029,,,,,,,,,
143,7/19/2014 11:01,18,00FFFF22230A00010FFF1A6C05B900170028,,,,,,,,,
144,7/19/2014 11:01,18,00FFFF22260A00010FFF1A5705CF00170027,,,,,,,,,
145,7/19/2014 11:01,18,00FFFF22290A00010FFF1A7005C300160026,,,,,,,,,
146,7/19/2014 11:01,18,00FFFF22280A00010FE01A4005CC00180028,,,,,,,,,
147,7/19/2014 11:01,18,00FFFF22270A00010F5D1A5405D500150024,,,,,,,,,
148,7/19/2014 11:01,18,00FFFF22250A00010FDF1A6205AC00120026,,,,,,,,,
149,7/19/2014 11:01,18,00FFFF22220A00010FA51A0B05EF00160028,,,,,,,,,
150,7/19/2014 11:01,18,00FFFF22240A00010FD81A6305BC00170028,,,,,,,,,
151,7/19/2014 11:01,18,00FFFF22230A00010FFF1A6D05B000160029,,,,,,,,,
152,7/19/2014 11:01,18,00FFFF22260A00010FFF1A5805D200160028,,,,,,,,,
153,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6F05B500140025,,,,,,,,,
154,7/19/2014 11:02,18,00FFFF22280A00010FE41A3E05CB00180028,,,,,,,,,
155,7/19/2014 11:02,18,00FFFF22270A00010F5D1A5005C800150025,,,,,,,,,
156,7/19/2014 11:02,18,00FFFF22250A00010FE01A6005A300140027,,,,,,,,,
157,7/19/2014 11:02,18,00FFFF22220A00010FA41A0C05ED00170028,,,,,,,,,
158,7/19/2014 11:02,18,00FFFF22240A00010FD81A6105BC00160029,,,,,,,,,
159,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6A05B100150029,,,,,,,,,
160,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5705CF00180029,,,,,,,,,
161,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6B05B200170025,,,,,,,,,
162,7/19/2014 11:02,18,00FFFF22280A00010FE21A3E05C800170026,,,,,,,,,
163,7/19/2014 11:02,18,00FFFF22270A00010F5C1A5005C600160026,,,,,,,,,
164,7/19/2014 11:02,18,00FFFF22250A00010FE01A5E05A200140025,,,,,,,,,
165,7/19/2014 11:02,18,00FFFF22220A00010FA61A0B05E700180025,,,,,,,,,
166,7/19/2014 11:02,18,00FFFF22240A00010FD81A6005B700170028,,,,,,,,,
167,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6A05AD00160027,,,,,,,,,
168,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5505CC00180027,,,,,,,,,
169,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6805AE00150024,,,,,,,,,
170,7/19/2014 11:02,18,00FFFF22280A00010FE01A4005CC00170027,,,,,,,,,
171,7/19/2014 11:02,18,00FFFF22270A00010F5D1A4F05C800160026,,,,,,,,,
172,7/19/2014 11:02,18,00FFFF22250A00010FDF1A5D05A300150029,,,,,,,,,
173,7/19/2014 11:02,18,00FFFF22220A00010FA51A0A05EC00160026,,,,,,,,,
174,7/19/2014 11:02,18,00FFFF22240A00010FD81A6005BD00160025,,,,,,,,,
175,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6B05B100160027,,,,,,,,,
176,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5605D200180026,,,,,,,,,
177,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6705AE00160026,,,,,,,,,
178,7/19/2014 11:02,18,00FFFF22280A00010FDF1A3E05C600170027,,,,,,,,,
179,7/19/2014 11:02,18,00FFFF22270A00010F5D1A5005C800160025,,,,,,,,,
180,7/19/2014 11:02,18,00FFFF22250A00010FE01A5B05A400150028,,,,,,,,,
181,7/19/2014 11:02,18,00FFFF22220A00010FA51A0905E90015002A,,,,,,,,,
182,7/19/2014 11:02,18,00FFFF22240A00010FD81A5E05BA00160027,,,,,,,,,
183,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6805AB00160027,,,,,,,,,
184,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5605CF00170027,,,,,,,,,
185,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6505B400140024,,,,,,,,,
186,7/19/2014 11:02,18,00FFFF22280A00010FE21A3E05C600170028,,,,,,,,,
187,7/19/2014 11:02,18,00FFFF22270A00010F5D1A4F05CA00150025,,,,,,,,,
188,7/19/2014 11:02,18,00FFFF22250A00010FDE1A5905A600140025,,,,,,,,,
189,7/19/2014 11:02,18,00FFFF22220A00010FA51A0A05E700180028,,,,,,,,,
190,7/19/2014 11:02,18,00FFFF22240A00010FD71A5D05B900160027,,,,,,,,,
191,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6805AC00170027,,,,,,,,,
192,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5605CC00170027,,,,,,,,,
193,7/19/2014 11:02,18,00FFFF22290A00010FFF1A6505B000160024,,,,,,,,,
194,7/19/2014 11:02,18,00FFFF22280A00010FE11A3E05C400170025,,,,,,,,,
195,7/19/2014 11:02,18,00FFFF22270A00010F5D1A4F05CC00160025,,,,,,,,,
196,7/19/2014 11:02,18,00FFFF22250A00010FE11A5805A000140025,,,,,,,,,
197,7/19/2014 11:02,18,00FFFF22220A00010FA41A0805E700180027,,,,,,,,,
198,7/19/2014 11:02,18,00FFFF22240A00010FD91A5C05B500160028,,,,,,,,,
199,7/19/2014 11:02,18,00FFFF22230A00010FFF1A6705AA00170024,,,,,,,,,
200,7/19/2014 11:02,18,00FFFF22260A00010FFF1A5705CF00160024,,,,,,,,,
201,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6305B600160025,,,,,,,,,
202,7/19/2014 11:03,18,00FFFF22280A00010FE11A3E05CA00180027,,,,,,,,,
203,7/19/2014 11:03,18,00FFFF22270A00010F5E1A5005CF00140026,,,,,,,,,
204,7/19/2014 11:03,18,00FFFF22250A00010FDF1A5605A700130025,,,,,,,,,
205,7/19/2014 11:03,18,00FFFF22220A00010FA51A0805EB00160028,,,,,,,,,
206,7/19/2014 11:03,18,00FFFF22240A00010FD81A5C05BD00170027,,,,,,,,,
207,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6805B100150026,,,,,,,,,
208,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5705D000160026,,,,,,,,,
209,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6305BB00140023,,,,,,,,,
210,7/19/2014 11:03,18,00FFFF22280A00010FE21A3F05CD00160026,,,,,,,,,
211,7/19/2014 11:03,18,00FFFF22270A00010F5E1A4F05CB00150025,,,,,,,,,
212,7/19/2014 11:03,18,00FFFF22250A00010FDF1A5605AA00130025,,,,,,,,,
213,7/19/2014 11:03,18,00FFFF22220A00010FA51A0A05F100180027,,,,,,,,,
214,7/19/2014 11:03,18,00FFFF22240A00010FD71A5D05BD001F0028,,,,,,,,,
215,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6905B10016002C,,,,,,,,,
216,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5605D400170027,,,,,,,,,
217,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6405BC00150025,,,,,,,,,
218,7/19/2014 11:03,18,00FFFF22280A00010FE11A4005D000170026,,,,,,,,,
219,7/19/2014 11:03,18,00FFFF22270A00010F5D1A4E05CC00180026,,,,,,,,,
220,7/19/2014 11:03,18,00FFFF22250A00010FDF1A5605AB00140025,,,,,,,,,
221,7/19/2014 11:03,18,00FFFF22220A00010FA51A0B05F200170028,,,,,,,,,
222,7/19/2014 11:03,18,00FFFF22240A00010FD61A5E05C200130025,,,,,,,,,
223,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6A05B700150024,,,,,,,,,
224,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5805D300150025,,,,,,,,,
225,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6105B600110024,,,,,,,,,
226,7/19/2014 11:03,18,00FFFF22280A00010FE21A3F05CE00160027,,,,,,,,,
227,7/19/2014 11:03,18,00FFFF22270A00010F5B1A4E05CC00150024,,,,,,,,,
228,7/19/2014 11:03,18,00FFFF22250A00010FE01A5605AA00180025,,,,,,,,,
229,7/19/2014 11:03,18,00FFFF22220A00010FA51A0B05EF00150023,,,,,,,,,
230,7/19/2014 11:03,18,00FFFF22240A00010FD91A5E05C200150025,,,,,,,,,
231,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6905B400170029,,,,,,,,,
232,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5805D400160027,,,,,,,,,
233,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6105B900150024,,,,,,,,,
234,7/19/2014 11:03,18,00FFFF22280A00010FE21A4005D000170025,,,,,,,,,
235,7/19/2014 11:03,18,00FFFF22270A00010F5D1A4E05D300120025,,,,,,,,,
236,7/19/2014 11:03,18,00FFFF22250A00010FE01A5505AF00140024,,,,,,,,,
237,7/19/2014 11:03,18,00FFFF22220A00010FA51A0C05F40015002A,,,,,,,,,
238,7/19/2014 11:03,18,00FFFF22240A00010FD91A5E05C000160026,,,,,,,,,
239,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6B05BA00110027,,,,,,,,,
240,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5805D800150024,,,,,,,,,
241,7/19/2014 11:03,18,00FFFF22290A00010FFF1A6205BE00130023,,,,,,,,,
242,7/19/2014 11:03,18,00FFFF22280A00010FE11A4005D200150025,,,,,,,,,
243,7/19/2014 11:03,18,00FFFF22270A00010F5D1A4F05D600140022,,,,,,,,,
244,7/19/2014 11:03,18,00FFFF22250A00010FDF1A5405B200140023,,,,,,,,,
245,7/19/2014 11:03,18,00FFFF22220A00010FA51A0C05FA0017002C,,,,,,,,,
246,7/19/2014 11:03,18,00FFFF22240A00010FD81A6005CA00160025,,,,,,,,,
247,7/19/2014 11:03,18,00FFFF22230A00010FFF1A6A05BA00140026,,,,,,,,,
248,7/19/2014 11:03,18,00FFFF22260A00010FFF1A5805DD00160026,,,,,,,,,
249,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6105C200150023,,,,,,,,,
250,7/19/2014 11:04,18,00FFFF22280A00010FE11A4105D700160025,,,,,,,,,
251,7/19/2014 11:04,18,00FFFF22270A00010F5D1A4E05D800140025,,,,,,,,,
252,7/19/2014 11:04,18,00FFFF22250A00010FDF1A5405B500140025,,,,,,,,,
253,7/19/2014 11:04,18,00FFFF22220A00010FA61A0C05F800170027,,,,,,,,,
254,7/19/2014 11:04,18,00FFFF22240A00010FD81A6005CB00150026,,,,,,,,,
255,7/19/2014 11:04,18,00FFFF22230A00010FFF1A6B05C000150027,,,,,,,,,
256,7/19/2014 11:04,18,00FFFF22260A00010FFF1A5A05DD001A0025,,,,,,,,,
257,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6005C200140024,,,,,,,,,
258,7/19/2014 11:04,18,00FFFF22280A00010FE21A4105D500170027,,,,,,,,,
259,7/19/2014 11:04,18,00FFFF22270A00010F5D1A4F05DD00130023,,,,,,,,,
260,7/19/2014 11:04,18,00FFFF22250A00010FE01A5405BF00140026,,,,,,,,,
261,7/19/2014 11:04,18,00FFFF22220A00010FA61A0E05FA00150023,,,,,,,,,
262,7/19/2014 11:04,18,00FFFF22240A00010FD81A6005CB00160027,,,,,,,,,
263,7/19/2014 11:04,18,00FFFF22230A00010FFF1A6A05BC00160026,,,,,,,,,
264,7/19/2014 11:04,18,00FFFF22260A00010FFF1A5A05E000160026,,,,,,,,,
265,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6105CA00140023,,,,,,,,,
266,7/19/2014 11:04,18,00FFFF22280A00010FE11A4205DC00160024,,,,,,,,,
267,7/19/2014 11:04,18,00FFFF22270A00010F5C1A5005E400160025,,,,,,,,,
268,7/19/2014 11:04,18,00FFFF22250A00010FE01A5405C100140024,,,,,,,,,
269,7/19/2014 11:04,18,00FFFF22220A00010FA41A0E060300180025,,,,,,,,,
270,7/19/2014 11:04,18,00FFFF22240A00010FD81A5F05D000170026,,,,,,,,,
271,7/19/2014 11:04,18,00FFFF22230A00010FFF1A6C05C500150026,,,,,,,,,
272,7/19/2014 11:04,18,00FFFF22260A00010FFF1A5A05E800160025,,,,,,,,,
273,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6105CF001B0024,,,,,,,,,
274,7/19/2014 11:04,18,00FFFF22280A00010FDF1A4205E000160026,,,,,,,,,
275,7/19/2014 11:04,18,00FFFF22270A00010F5D1A5205E700140024,,,,,,,,,
276,7/19/2014 11:04,18,00FFFF22250A00010FE01A5505C400140026,,,,,,,,,
277,7/19/2014 11:04,18,00FFFF22220A00010FA51A0E06040015001C,,,,,,,,,
278,7/19/2014 11:04,18,00FFFF22240A00010FD81A6005D600170025,,,,,,,,,
279,7/19/2014 11:04,18,00FFFF22230A00010FFF1A6C05CA00140026,,,,,,,,,
280,7/19/2014 11:04,18,00FFFF22260A00010FFF1A5C05EA00160025,,,,,,,,,
281,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6205D4001A0022,,,,,,,,,
282,7/19/2014 11:04,18,00FFFF22280A00010FE21A4305E300160024,,,,,,,,,
283,7/19/2014 11:04,18,00FFFF22270A00010F5D1A5105E600150024,,,,,,,,,
284,7/19/2014 11:04,18,00FFFF22250A00010FE01A5405C200130024,,,,,,,,,
285,7/19/2014 11:04,18,00FFFF22220A00010FA51A0E060600160024,,,,,,,,,
286,7/19/2014 11:04,18,00FFFF22240A00010FD71A6105D800160028,,,,,,,,,
287,7/19/2014 11:04,18,00FFFF22230A00010FFF1A6D05CB00150027,,,,,,,,,
288,7/19/2014 11:04,18,00FFFF22260A00010FFF1A5D05EA00160026,,,,,,,,,
289,7/19/2014 11:04,18,00FFFF22290A00010FFF1A6105CD00150023,,,,,,,,,
290,7/19/2014 11:04,18,00FFFF22280A00010FE21A4305E100170026,,,,,,,,,
291,7/19/2014 11:04,18,00FFFF22270A00010F5E1A5205E900140024,,,,,,,,,
292,7/19/2014 11:04,18,00FFFF22250A00010FE01A5405C400140024,,,,,,,,,
293,7/19/2014 11:04,18,00FFFF22220A00010FA51A10060A00150026,,,,,,,,,
294,7/19/2014 11:04,18,00FFFF22240A00010FD91A6005D600150025,,,,,,,,,
