id,ts,length,data
1,2014-08-23 03:26:16,18,00FFFF00010A00010FFF2502024D0427046D
2,2014-08-23 03:26:32,18,00FFFF00070A00010FFF2453028F04C0050E
3,2014-08-23 03:26:41,18,00FFFF00090A00010FFF24230294050D0562
4,2014-08-23 03:26:46,18,00FFFF00020A00010FE024D2025204C50510
5,2014-08-23 03:26:56,18,00FFFF00030A00010FFF2262032603B40428
6,2014-08-23 03:27:12,18,00FFFF00050A00010FE3237002C8048F04DA
7,2014-08-23 03:27:25,18,00FFFF00060A00010FAC240B029204B50508
8,2014-08-23 03:27:28,18,00FFFF00080A00010FFF2549025804D20524
9,2014-08-23 03:31:15,18,00FFFF00010A00010FFF275B01CD04F30531
10,2014-08-23 03:31:32,18,00FFFF00070A00010FFF26F701FA04CB0520
11,2014-08-23 03:31:33,18,00FFFF00040A00010FFF270B01D004B0050C
12,2014-08-23 03:31:41,18,00FFFF00090A00010FFF273401D604D70526
13,2014-08-23 03:31:46,18,00FFFF00020A00010FE1278701B804B90512
14,2014-08-23 03:31:56,18,00FFFF00030A00010FFF2285031404040464
15,2014-08-23 03:32:12,18,00FFFF00050A00010FE224180296048504CB
16,2014-08-23 03:32:25,18,00FFFF00060A00010FAC2507025004AF04FE
17,2014-08-23 03:32:28,18,00FFFF00080A00010FFF280D01BE04B0050F
18,2014-08-23 03:36:15,18,00FFFF00010A00010FFF27F701AC047504BA
19,2014-08-23 03:36:32,18,00FFFF00070A00010FFF000001B8045704AC
20,2014-08-23 03:36:33,18,00FFFF00040A00010FFF275D01BC04400490
21,2014-08-23 03:36:41,18,00FFFF00090A00010FFF283001A0040F0454
22,2014-08-23 03:36:46,18,00FFFF00020A00010FE3286E018A03DE0434
23,2014-08-23 03:36:56,18,00FFFF00030A00010FFF231002DC03820400
24,2014-08-23 03:37:12,18,00FFFF00050A00010FE424CB025A0426046E
25,2014-08-23 03:37:25,18,00FFFF00060A00010FAE268901F2045A04AF
26,2014-08-23 03:37:28,18,00FFFF00080A00010FFF274E01D6049604E8
27,2014-08-23 03:41:15,18,00FFFF00010A00010FFF26F101D804B004FA
28,2014-08-23 03:41:32,18,00FFFF00070A00010FFF000001BC04C70521
29,2014-08-23 03:41:33,18,00FFFF00040A00010FFF266001EA048F04E0
30,2014-08-23 03:41:41,18,00FFFF00090A00010FFF282D01A004D5052F
31,2014-08-23 03:41:46,18,00FFFF00020A00010FE228F3017604B30509
32,2014-08-23 03:41:56,18,00FFFF00030A00010FFF230902DC04010462
33,2014-08-23 03:42:12,18,00FFFF00050A00010FE2250E024A04B6050B
34,2014-08-23 03:42:25,18,00FFFF00060A00010FAF2949017E04B7051B
35,2014-08-23 03:42:28,18,00FFFF00080A00010FFF285101B204B504FB
36,2014-08-23 03:46:15,18,00FFFF00010A00010FFF272E01CC048E04D3
37,2014-08-23 03:46:32,18,00FFFF00070A00010FFF0000017004B90515
38,2014-08-23 03:46:33,18,00FFFF00040A00010FFF277901B0049104E1
39,2014-08-23 03:46:41,18,00FFFF00090A00010FFF2989016604AD04F4
40,2014-08-23 03:46:46,18,00FFFF00020A00010FE228DB0174049E050C
41,2014-08-23 03:46:56,18,00FFFF00030A00010FFF238B02B003FE045D
42,2014-08-23 03:47:12,18,00FFFF00050A00010FE325C20218047504FD
43,2014-08-23 03:47:28,18,00FFFF00080A00010FFF2993017A049A04E7
44,2014-08-23 03:51:15,18,00FFFF00010A00010FFF265401E6046104AC
45,2014-08-23 03:51:32,18,00FFFF00070A00010FFF0000015004A4050C
46,2014-08-23 03:51:33,18,00FFFF00040A00010FFF2903016C04A60505
47,2014-08-23 03:51:41,18,00FFFF00090A00010FFF29CB0159049D04EE
48,2014-08-23 03:51:46,18,00FFFF00020A00010FE026B101CC045204A6
49,2014-08-23 03:51:56,18,00FFFF00030A00010FFF23F3028E03BF0423
50,2014-08-23 03:52:12,18,00FFFF00050A00010FE22559022E046004A9
51,2014-08-23 03:52:25,18,00FFFF00060A00010FAF2B590138049204F2
52,2014-08-23 03:52:28,18,00FFFF00080A00010FFF29D5016E049504BE
53,2014-08-23 03:56:15,18,00FFFF00010A00010FFF259A02100454049A
54,2014-08-23 03:56:32,18,00FFFF00070A00010FFF00000164049F0502
55,2014-08-23 03:56:33,18,00FFFF00040A00010FFF27CD019A046C04FD
56,2014-08-23 03:56:41,18,00FFFF00090A00010FFF28FD017604A304E3
57,2014-08-23 03:56:46,18,00FFFF00020A00010FE025C801FC044F04A0
58,2014-08-23 03:56:56,18,00FFFF00030A00010FFF2413027A03B2041E
59,2014-08-23 03:57:12,18,00FFFF00050A00010FE224FA0240045E04A7
60,2014-08-23 03:57:25,18,00FFFF00060A00010FAE2B20013C049504FB
61,2014-08-23 03:57:28,18,00FFFF00080A00010FFF28B50194048D04A9
62,2014-08-23 04:01:15,18,00FFFF00010A00010FFF257D021A044B0492
63,2014-08-23 04:01:32,18,00FFFF00070A00010FFF0000017E047D04D8
64,2014-08-23 04:01:33,18,00FFFF00040A00010FFF265701E2045204A6
65,2014-08-23 04:01:41,18,00FFFF00090A00010FFF28D5017C0492049A
66,2014-08-23 04:01:46,18,00FFFF00020A00010FE125A60205044B049C
67,2014-08-23 04:01:56,18,00FFFF00030A00010FFF2445026C03E7044D
68,2014-08-23 04:02:12,18,00FFFF00050A00010FE225010240045D04A6
69,2014-08-23 04:02:25,18,00FFFF00060A00010FAE2B5C0136048204E4
70,2014-08-23 04:02:28,18,00FFFF00080A00010FFF280901B80465049A
71,2014-08-23 04:06:15,18,00FFFF00010A00010FFF2564022304430488
72,2014-08-23 04:06:33,18,00FFFF00040A00010FFF260101F40452049E
73,2014-08-23 04:06:41,18,00FFFF00090A00010FFF28100198047F0494
74,2014-08-23 04:06:46,18,00FFFF00020A00010FDF25980206045604A3
75,2014-08-23 04:06:56,18,00FFFF00030A00010FFF2469026403B40419
76,2014-08-23 04:07:12,18,00FFFF00050A00010FE324FA023C045804A0
77,2014-08-23 04:07:25,18,00FFFF00060A00010FB02B730134049504F7
78,2014-08-23 04:07:28,18,00FFFF00080A00010FFF27AA01C6045B0491
79,2014-08-23 04:11:15,18,00FFFF00010A00010FFF257702100435047E
80,2014-08-23 04:11:32,18,00FFFF00070A00010FFF00000198049404EE
81,2014-08-23 04:11:33,18,00FFFF00040A00010FFF262101E0044F049B
82,2014-08-23 04:11:41,18,00FFFF00090A00010FFF279701A204530498
83,2014-08-23 04:11:46,18,00FFFF00020A00010FE126E701BA04A504CA
84,2014-08-23 04:11:56,18,00FFFF00030A00010FFF2487024E03B20412
85,2014-08-23 04:12:12,18,00FFFF00050A00010FE2250002300452049D
86,2014-08-23 04:12:25,18,00FFFF00060A00010FAB2AD0013C049B04FF
87,2014-08-23 04:12:28,18,00FFFF00080A00010FFF272D01CE044D0481
88,2014-08-23 04:16:15,18,00FFFF00010A00010FFF25A50202042A0475
89,2014-08-23 04:16:32,18,00FFFF00070A00010FFF00000194048304DA
90,2014-08-23 04:16:33,18,00FFFF00040A00010FFF27F1018E04AC04DD
91,2014-08-23 04:16:41,18,00FFFF00090A00010FFF277F01A904520491
92,2014-08-23 04:16:46,18,00FFFF00020A00010FDF274401A8045904E4
93,2014-08-23 04:16:56,18,00FFFF00030A00010FFF24C1023A03AF0415
94,2014-08-23 04:17:12,18,00FFFF00050A00010FE4252302290447048E
95,2014-08-23 04:17:25,18,00FFFF00060A00010FAC2A770144048004E1
96,2014-08-23 04:17:28,18,00FFFF00080A00010FFF273D01C2043A0479
97,2014-08-23 04:21:15,18,00FFFF00010A00010FFF25B50204043A0482
98,2014-08-23 04:21:32,18,00FFFF00070A00010FFF000001840496050A
99,2014-08-23 04:21:33,18,00FFFF00040A00010FFF28A3017204A80502
100,2014-08-23 04:21:41,18,00FFFF00090A00010FFF26E801C404530491
101,2014-08-23 04:21:46,18,00FFFF00020A00010FE1267F01D0042E0519
102,2014-08-23 04:21:56,18,00FFFF00030A00010FFF24E9023203AD0412
103,2014-08-23 04:22:12,18,00FFFF00050A00010FE32551022204360479
104,2014-08-23 04:22:25,18,00FFFF00060A00010FAB2A7B0146049C0503
105,2014-08-23 04:22:28,18,00FFFF00080A00010FFF26E201E0043A0474
106,2014-08-23 04:26:15,18,00FFFF00010A00010FFF25800216041D046A
107,2014-08-23 04:26:33,18,00FFFF00070A00010FFF0000016004B0050C
108,2014-08-23 04:26:33,18,00FFFF00040A00010FFF28470186049004F6
109,2014-08-23 04:26:41,18,00FFFF00090A00010FFF269001DE0448048B
110,2014-08-23 04:26:46,18,00FFFF00020A00010FE025EC01F604260485
111,2014-08-23 04:26:56,18,00FFFF00030A00010FFF24EC023E03AB040F
112,2014-08-23 04:27:12,18,00FFFF00050A00010FDF252F022A042E0472
113,2014-08-23 04:27:25,18,00FFFF00060A00010FA928230197046304B7
114,2014-08-23 04:27:28,18,00FFFF00080A00010FFF260F020A043D0481
115,2014-08-23 04:31:15,18,00FFFF00010A00010FFF259D020404150461
116,2014-08-23 04:31:33,18,00FFFF00070A00010FFF00000136049804F7
117,2014-08-23 04:31:33,18,00FFFF00040A00010FFF27FF0186045804C7
118,2014-08-23 04:31:41,18,00FFFF00090A00010FFF26A501D3043B047A
119,2014-08-23 04:31:46,18,00FFFF00020A00010FE025F001E3041E0478
120,2014-08-23 04:31:56,18,00FFFF00030A00010FFF2525022603A9040E
121,2014-08-23 04:32:12,18,00FFFF00050A00010FE2255F021C042C046F
122,2014-08-23 04:32:25,18,00FFFF00060A00010FA9276701B2046B04BB
123,2014-08-23 04:32:28,18,00FFFF00080A00010FFF262001FC043A047E
124,2014-08-23 04:36:15,18,00FFFF00010A00010FFF259002060410045A
125,2014-08-23 04:36:33,18,00FFFF00070A00010FFF0000012E049304F7
126,2014-08-23 04:36:33,18,00FFFF00040A00010FFF26BE01C004310491
127,2014-08-23 04:36:41,18,00FFFF00090A00010FFF260C01EE043E047D
128,2014-08-23 04:36:46,18,00FFFF00020A00010FDF25C301F4041D0475
129,2014-08-23 04:36:56,18,00FFFF00030A00010FFF251E022403AC040F
130,2014-08-23 04:37:12,18,00FFFF00050A00010FDF2553021B042D046F
131,2014-08-23 04:37:25,18,00FFFF00060A00010FAA278B01AA046E04BC
132,2014-08-23 04:37:28,18,00FFFF00080A00010FFF25ED020C043A047F
133,2014-08-23 04:41:15,18,00FFFF00010A00010FFF25D701F504060451
134,2014-08-23 04:41:33,18,00FFFF00070A00010FFF00000126048E04FE
135,2014-08-23 04:41:33,18,00FFFF00040A00010FFF269201CA0416047A
136,2014-08-23 04:41:41,18,00FFFF00090A00010FFF262801EC04360478
137,2014-08-23 04:41:46,18,00FFFF00020A00010FDF25FD01EA040F046A
138,2014-08-23 04:41:56,18,00FFFF00030A00010FFF2560021803A8040C
139,2014-08-23 04:42:12,18,00FFFF00050A00010FE2259A021604250467
140,2014-08-23 04:42:25,18,00FFFF00060A00010FB02B240138049204F9
141,2014-08-23 04:42:28,18,00FFFF00080A00010FFF2600021404320479
142,2014-08-23 04:46:15,18,00FFFF00010A00010FFF25CA01FA0404044F
143,2014-08-23 04:46:33,18,00FFFF00070A00010FFF00000122049204F7
144,2014-08-23 04:46:33,18,00FFFF00040A00010FFF263601D404120468
